Term 1	Term 2	Total Frequency	# of Projects Appearing In	In WordNet?
export	convert	3	2	false
acquire	open	3	3	false
remove	note	3	3	false
disable	make	3	3	false
post	construct	3	3	false
bundle	aggregate	3	3	false
import	ensure	3	1	false
initialize	retrieve	3	3	false
validate	allow	3	2	false
register	unregister	3	3	false
refresh	retrieve	3	3	true
print	comment	3	1	false
enable	force	3	3	false
watch	action	3	3	false
pre	send	3	3	false
handle	overwrite	3	3	false
finish	cause	3	3	false
handle	go	3	3	false
build	specify	3	1	false
add	modify	3	3	true
refresh	add	3	3	false
start	throw	3	3	false
parse	layer	3	1	false
parse	make	3	2	false
unregister	hook	3	2	false
register	specify	3	2	false
process	verify	3	3	false
discard	cancel	3	3	false
mail	send	3	3	true
show	switch	3	2	false
instantiate	load	3	3	false
connect	make	3	2	false
start	inform	3	3	false
apply	Re-arrange	3	1	false
resume	continue	3	3	true
place	initialize	3	3	false
execute	throw	3	3	false
initialize	attach	3	3	false
execute	compile	3	3	false
flush	provide	3	3	false
build	establish	3	3	true
rename	change	3	3	false
validate	initialize	3	3	false
send	construct	3	3	false
migrate	apply	3	3	false
log	block	3	3	false
report	produce	3	3	false
expect	assert	3	3	false
parse	visit	3	3	false
pop	alter	3	3	false
debug	write	3	3	false
inherit	add	3	3	false
compact	eliminate	3	3	false
look	obtain	3	3	false
start	boot	3	3	false
duplicate	register	3	3	false
refresh	simulate	3	3	false
change	verify	3	3	false
begin	promote	3	3	false
build	simulate	3	3	false
flush	put	3	3	false
find	hook	3	3	false
inititialize	add	3	3	false
redirect	put	3	3	false
post	extract	3	3	false
make	instantiate	3	3	false
end	save	3	3	false
restore	clear	3	3	false
center	coordinate	3	2	false
reset	forget	3	3	false
register	inform	3	2	false
create	control	3	3	false
proceed	secure	3	3	false
compute	parse	3	3	false
accept	tell	3	3	false
optimize	keep	3	2	false
connect	re	3	3	false
stop	go	3	3	true
load	look	3	3	false
apply	refilter	3	3	false
extract	note	3	3	false
init	panel	3	3	false
init	re-initialize	3	3	false
try	execute	3	3	false
convert	split	3	3	false
recreate	Re-create	3	3	false
hide	force	3	3	false
create	Re-Creates	3	3	false
apply	open	3	3	false
bug	fail	3	2	false
discard	pop	3	3	false
scan	look	3	3	false
save	invoke	3	3	false
fix	remove	3	3	false
finalize	happen	3	3	false
create	settle	3	3	false
ping	detect	3	3	false
update	invoke	3	3	false
fix	assign	3	2	false
signal	enqueue	3	3	false
reconfigure	Re-configures	3	3	false
fill	fetch	3	3	false
flush	push	3	3	false
halve	divide	3	3	true
wait	send	3	3	false
intern	follow	3	3	false
schedule	find	3	3	false
init	verify	3	3	false
notify	receive	3	3	false
return	handle	3	3	false
initialize	store	3	3	false
refresh	synchronize	3	3	false
begin	initialize	3	3	false
perform	simulate	3	3	false
change	notify	3	3	false
read	flush	3	3	false
perform	change	3	3	false
clear	deactivate	3	3	false
watch	start	3	3	false
hook	establish	3	3	false
create	manage	3	3	false
perform	clean-up	3	3	false
handle	query	3	2	false
arrange	ensure	3	3	false
initialize	establish	3	3	false
reset	hide	3	3	false
paste	replace	3	3	false
initialize	merge	3	3	false
restore	request	3	3	false
reset	loose	3	1	false
add	initiate	3	3	false
discover	scan	3	1	false
clear	issue	3	3	false
emit	send	3	3	false
try	open	3	3	false
fire	add	3	2	false
perform	revert	3	3	false
perform	save	3	3	false
edit	allow	3	3	false
update	avoid	3	2	false
cancel	clean	3	3	false
create	splash	3	3	false
add	look	3	3	false
exist	verify	3	3	false
process	initiate	3	2	false
append	pad	3	3	false
post	transfer	3	1	true
draw	setup	3	2	false
pause	signal	3	3	false
consume	close	3	3	false
execute	walk	3	2	false
process	fetch	3	3	false
read	let	3	3	false
decrement	remove	3	2	false
cancel	roll	3	2	false
customize	apply	3	1	false
manage	open	3	1	false
customize	disable	3	1	false
post	hook	3	3	false
update	download	3	3	false
debug	create	3	3	false
request	need	3	3	false
print	add	3	3	false
print	end	3	3	false
print	start	3	3	false
enforce	force	3	3	false
boot	load	3	3	false
pull	send	3	3	false
update	hide	3	3	false
encode	turn	3	1	false
terminate	initiate	3	3	false
try	shrink	3	3	false
pop	ensure	3	3	false
insert	cause	3	3	false
promote	Re-promotes	3	3	false
init	reduce	3	3	false
rewind	prepare	3	3	false
unregister	Un-register	3	3	false
extract	calculate	3	3	true
process	insert	3	3	false
execute	cause	3	3	false
pipeline	pipe	3	1	false
use	allow	3	2	false
populate	refactor	3	3	false
examine	generate	3	3	false
reset	walk	3	3	false
use	reset	3	3	false
find	contain	3	3	false
close	open	3	3	false
add	throw	3	2	false
init	contain	3	2	false
fill	make	3	3	false
interrupt	force	3	3	false
start	loop	3	3	false
take	step	3	1	false
show	find	3	2	false
go	display	3	2	false
create	overwrite	3	3	false
load	choose	3	3	false
create	prompt	3	3	false
search	handle	3	3	false
refresh	re-create	3	3	false
register	transfer	3	3	false
del	remove	3	2	false
match	decide	3	1	false
query	ask	3	2	true
paste	copy	3	3	false
skip	disable	3	2	false
make	code	3	1	false
read	prevent	3	2	false
init	listen	3	3	false
pause	suspend	3	3	false
add	merge	3	3	false
ensure	install	3	3	false
initialize	initlaize	3	2	false
end	extend	3	3	false
begin	extend	3	3	false
start	animate	3	3	false
generate	digest	3	3	false
finalize	need	3	3	false
create	listen	3	3	false
add	listen	3	3	false
disconnect	cancel	3	3	false
enable	setup	3	2	false
beep	issue	3	3	false
draw	output	3	3	false
redraw	clear	3	3	false
delete	request	3	3	false
copy	merge	3	2	false
build	include	3	3	false
add	guarantee	3	1	false
open	generate	3	3	false
send	initiate	3	3	false
pop	process	3	3	false
init	resolve	3	3	false
compute	throw	3	3	false
peek	expose	3	3	false
omit	behave	3	3	false
clear	request	3	3	false
create	derive	3	3	true
build	ensure	3	3	false
add	control	3	3	false
fit	change	3	2	false
force	compute	3	3	false
num	make	3	2	false
init	need	3	3	false
create	look	3	2	false
reload	tell	3	3	false
show	fire	3	3	false
activate	turn	3	3	false
initialize	extend	3	2	false
search	look	3	3	true
undo	take	3	3	false
remove	modify	3	3	false
disconnect	reset	3	2	false
create	trigger	3	2	false
try	create	3	3	false
process	work	3	3	true
pop	stack	3	3	false
end	signify	3	3	false
disable	fix	3	2	false
tell	report	3	2	false
switch	end	3	3	false
parse	validate	3	3	false
handle	allocate	2	2	false
clean	request	2	2	false
bar	create	2	1	false
build	copy	2	1	false
activate	retarget	2	2	false
load	cache	2	2	false
prepare	parpare	2	1	false
dispose	notify	2	2	false
close	access	2	2	false
pivot	swap	2	1	false
execute	mark	2	2	false
drop	raise	2	1	false
select	take	2	2	true
navigate	move	2	1	false
quiesce	indicate	2	2	false
bind	execute	2	1	false
indicate	print	2	2	false
reconnect	unbundle	2	2	false
acquire	hold	2	2	false
notify	replace	2	2	false
clear	disconnect	2	2	false
have	report	2	2	false
fast	process	2	2	false
move	command	2	1	false
add	highlight	2	2	false
initialize	calculate	2	1	false
create	round-trip	2	1	false
end	merge	2	2	false
normalize	take	2	2	false
serialize	comment	2	2	false
break	print	2	2	false
reset	validate	2	2	false
restore	clean	2	2	false
parse	instruct	2	2	false
choose	realize	2	2	false
create	line	2	1	false
acquire	assign	2	1	false
increment	find	2	2	false
make	overload	2	2	false
ballot	inform	2	2	false
stop	loose	2	2	false
start	join	2	2	false
force	notify	2	2	false
ask	notify	2	2	false
decrement	signal	2	2	false
increment	signal	2	2	false
enable	improve	2	1	false
forward	wait	2	1	false
grade	construct	2	2	false
fill	scroll	2	1	false
leap	step	2	1	false
open	input	2	1	false
initialize	author	2	2	false
prompt	ask	2	2	false
reset	move	2	2	false
refresh	invoke	2	1	false
update	give	2	2	false
execute	batch	2	2	false
time	compute	2	2	false
reset	note	2	2	false
add	monitor	2	2	false
load	post	2	2	false
parse	note	2	2	false
detach	discard	2	2	false
normalise	convert	2	1	false
add	specify	2	1	false
write	terminate	2	2	false
show	panel	2	2	false
rewrite	write	2	2	true
refresh	reinitialize	2	2	false
soap	enable	2	1	false
debug	access	2	1	false
filter	eliminate	2	2	false
rebuild	index	2	1	false
move	shuffle	2	1	false
collapse	copy	2	2	false
delete	deregister	2	2	false
fire	calculate	2	1	false
update	inject	2	1	false
kill	quit	2	2	false
peek	initialize	2	2	false
perform	invoke	2	1	false
default	create	2	1	false
ack	acknowledge	2	2	false
renew	recreate	2	2	false
update	choose	2	2	false
finish	invoke	2	2	false
load	fail	2	2	false
reconcile	remove	2	2	false
pause	save	2	2	false
close	isolate	2	2	false
register	handle	2	2	false
bit	suppress	2	2	false
close	capture	2	2	false
read	Non-blocking	2	2	false
perform	inline	2	1	false
take	spin	2	2	false
extract	dequeue	2	2	false
loop	read	2	1	false
find	log	2	1	false
loop	look	2	1	false
clear	insert	2	2	false
remove	block	2	2	false
show	demonstrate	2	1	true
activate	put	2	2	false
calibrate	calculate	2	2	false
save	resume	2	1	false
read	view	2	1	false
show	Un-hides	2	2	false
collect	find	2	2	false
serialize	seem	2	1	false
allocate	acquire	2	2	false
authorize	add	2	2	false
import	make	2	2	false
grant	add	2	2	false
describe	launch	2	2	false
copy	access	2	2	false
describe	instantiate	2	2	false
post	apply	2	2	false
read	follow	2	1	false
activate	make	2	2	false
reset	unset	2	2	false
request	load	2	2	false
replicate	create	2	2	false
select	fake	2	1	false
disconnect	clean	2	2	false
delete	save	2	2	false
reload	delete	2	1	false
ready	tell	2	2	false
log	debug	2	2	false
create	help	2	2	false
assign	give	2	2	false
reset	modify	2	1	false
end	forget	2	2	false
make	allocate	2	2	false
parse	skip	2	2	false
kid	create	2	1	false
hash	speed	2	2	false
hash	guarantee	2	2	false
clone	imagine	2	2	false
finalize	tell	2	2	false
serve	remove	2	2	false
parse	empty	2	2	false
parse	means	2	2	false
await	time	2	2	false
define	second	2	2	false
use	force	2	2	false
abort	notify	2	2	false
invoke	cause	2	2	false
continue	indicate	2	2	false
update	reinitialize	2	2	false
purge	make	2	2	false
add	inform	2	2	false
validate	Re-lays	2	2	false
pop	transfer	2	2	false
peek	block	2	2	false
clone	indicate	2	2	false
update	decode	2	2	false
read	underlie	2	2	false
drain	cause	2	2	false
die	clean	2	2	false
dump	make	2	2	false
execute	force	2	2	false
clear	abandon	2	2	false
use	load	2	2	false
compile	invoke	2	2	false
end	clear	2	2	false
flush	transfer	2	1	false
cancel	propagate	2	2	false
make	ok	2	2	false
exclude	prune	2	2	false
calculate	add	2	2	true
open	exist	2	2	false
dispose	terminate	2	2	false
end	delimit	2	2	false
interact	emulate	2	2	false
iter	produce	2	2	false
reduce	export	2	2	false
load	unpickle	2	2	false
str	configure	2	2	false
repr	configure	2	2	false
iter	iterate	2	2	false
delete	erase	2	2	true
relink	start	2	1	false
unlink	stop	2	1	false
pre	provide	2	1	false
ready	receive	2	2	false
find	traverse	2	2	false
register	instantiate	2	2	false
increase	double	2	2	false
interrupt	modify	2	1	false
increment	mark	2	2	false
need	indicate	2	2	false
suite	configure	2	2	false
register	open	2	2	false
build	support	2	2	false
execute	install	2	2	false
king	find	2	1	false
ban	read	2	1	false
validate	compute	2	2	false
request	cause	2	2	false
calculate	caculate	2	2	false
dl	print	2	1	false
ul	print	2	1	false
dd	print	2	1	false
center	print	2	1	false
em	print	2	1	false
tr	print	2	1	false
open	wrap	2	2	false
find	ensure	2	2	false
rec	unsplice	2	2	false
poll	pop	2	2	false
help	execute	2	2	false
print	close	2	2	false
free	call	2	2	false
fetch	hold	2	1	false
new	expect	2	1	false
process	disconnect	2	1	false
parse	verify	2	2	false
init	change	2	2	false
close	block	2	2	true
detail	show	2	2	false
export	extract	2	2	false
print	send	2	2	false
fill	fix	2	2	true
clear	crear	2	2	false
read	take	2	2	true
dereference	search	2	2	false
determine	define	2	2	true
initialize	initialze	2	2	false
clone	answer	2	2	false
remove	work	2	2	false
tick	execute	2	2	false
end	tell	2	2	false
new	insert	2	2	false
write	avoid	2	2	false
instantiate	instance	2	1	false
finish	apply	2	2	false
end	consist	2	1	false
restart	force	2	2	false
find	tag	2	1	false
go	relabel	2	1	false
send	alert	2	2	false
post	signal	2	2	false
look	provide	2	1	false
make	draw	2	2	true
release	prevent	2	2	false
init	hack	2	2	false
update	precompute	2	2	false
reset	schedule	2	2	false
touch	handle	2	2	true
wait	demonstrate	2	1	false
invoke	look	2	1	false
restore	delete	2	2	false
load	hook	2	2	false
handle	copy	2	2	false
perform	locate	2	2	false
load	compute	2	2	false
reinitialize	Re-initializes	2	1	false
pretend	update	2	1	false
navigate	invoke	2	1	false
generate	generete	2	2	false
raw	remove	2	2	false
tear	erase	2	2	false
view	reset	2	2	false
verify	allow	2	2	false
create	import	2	2	false
attempt	bring	2	1	false
stop	move	2	1	false
read	cycle	2	2	false
read	index	2	2	false
execute	disconnect	2	2	false
execute	move	2	2	false
record	store	2	2	false
process	include	2	2	false
finalize	print	2	2	false
terminate	flush	2	2	false
print	go	2	2	false
reset	differ	2	2	false
load	need	2	2	false
op	subtract	2	1	false
op	add	2	1	false
refresh	copy	2	2	false
dispose	shutdown	2	2	false
smooth	replace	2	2	false
stop	put	2	2	false
post	enable	2	2	false
fire	stop	2	2	false
refilter	slight	2	2	false
normalize	simulate	2	1	false
maximize	simulate	2	1	false
slide	simulate	2	1	false
increment	simulate	2	2	false
expand	simulate	2	1	false
collapse	simulate	2	1	false
include	create	2	2	false
scroll	manage	2	1	false
idle	wait	2	2	false
refresh	requery	2	2	false
write	complete	2	2	false
consume	step	2	2	false
advance	consume	2	2	false
release	let	2	2	false
paint	define	2	2	false
define	initialise	2	2	false
decrement	code	2	2	false
paint	refresh	2	2	false
alarm	define	2	2	false
dump	build	2	2	false
dom	write	2	1	false
add	obtain	2	2	false
explain	provide	2	2	false
type	default	2	2	false
season	send	2	2	false
title	send	2	2	false
multiply	generate	2	1	false
subtract	generate	2	1	false
concatenate	generate	2	1	false
intersect	create	2	1	false
execute	enter	2	2	false
submit	look	2	2	false
let	associate	2	2	false
add	finish	2	2	false
pop	drop	2	1	false
accept	update	2	1	false
consume	discard	2	1	false
finish	take	2	2	false
create	crate	2	2	false
enter	add	2	2	false
fill	draw	2	2	false
show	instantiate	2	1	false
detach	clear	2	2	false
show	shorten	2	2	false
initialize	refresh	2	2	false
retrieve	Sub-classes	2	2	false
handle	compartmentalize	2	2	false
start	startup	2	2	false
initialize	ask	2	2	false
point	convert	2	2	false
expand	replace	2	2	false
connect	add	2	2	false
serve	wait	2	2	false
solve	initialise	2	2	false
export	percorre	2	1	false
finalize	hack	2	2	false
start	block	2	1	false
dummy	create	2	2	true
awake	cause	2	1	false
select	override	2	1	false
finish	provide	2	2	false
fetch	override	2	1	false
inspect	action	2	1	false
cancel	label	2	1	false
cancel	revert	2	2	false
prepare	Pre-processes	2	1	false
sleep	override	2	1	false
fetch	enhance	2	1	false
save	support	2	2	false
process	build	2	2	false
calculate	propagate	2	2	false
perform	remove	2	2	false
clone	detach	2	1	false
increment	move	2	2	false
try	throw	2	2	false
reset	spotify	2	2	false
resume	restore	2	2	false
trigger	add	2	1	false
increment	note	2	2	false
present	profile	2	1	false
finish	go	2	1	true
stop	null	2	1	false
finish	switch	2	2	false
dispose	kill	2	2	false
pause	force	2	2	false
search	launch	2	2	false
ung	dupe	2	1	false
rebuild	initialize	2	1	false
enc	create	2	2	false
prepare	calculate	2	2	false
analyze	calculate	2	2	false
analyze	intercept	2	2	false
dispose	ensure	2	2	false
initialize	go	2	2	false
update	append	2	2	false
search	introspect	2	2	false
reset	Re-initializes	2	2	false
initialize	achieve	2	1	false
validate	notify	2	2	false
perform	generate	2	2	false
clear	Re-initializes	2	2	false
generate	support	2	1	false
update	bring	2	2	false
tick	obtain	2	2	false
engine	obtain	2	1	false
match	except	2	2	false
dispatch	execute	2	2	true
pop	stop	2	2	false
mail	launch	2	2	false
hash	represent	2	2	false
increment	own	2	2	false
start	listen	2	1	false
invalidate	invalide	2	2	false
close	guarantee	2	2	false
return	ensure	2	2	false
generate	ensure	2	2	false
accept	propagate	2	1	false
new	send	2	2	false
execute	note	2	2	false
new	throw	2	2	false
grow	create	2	1	false
end	retrieve	2	2	false
build	apply	2	2	false
hash	define	2	2	false
handle	back	2	2	false
engine	modify	2	1	false
new	store	2	2	false
normalize	ensure	2	2	false
enable	cause	2	2	false
hash	ensure	2	2	false
disable	change	2	2	true
show	cause	2	2	false
reset	lay	2	2	false
resize	revalidate	2	2	false
configure	protect	2	2	false
stop	protect	2	2	false
configure	reset	2	2	false
flush	publish	2	1	false
invalidate	need	2	2	false
cancel	message	2	2	false
insure	make	2	2	true
die	note	2	2	false
undo	send	2	2	false
update	position	2	2	false
throw	break	2	1	false
dispose	mark	2	2	false
remove	load	2	2	false
resolve	parse	2	2	false
show	debug	2	2	false
kick	kickstart	2	1	false
ote	create	2	1	false
start	terminate	2	2	false
strip	remove	2	2	true
ignore	fail	2	1	false
submit	add	2	2	false
normalize	flatten	2	1	false
remove	separate	2	1	false
connect	wait	2	2	false
bind	record	2	2	false
release	object	2	2	false
forward	redirect	2	2	false
create	serve	2	2	false
spool	work	2	2	false
assume	inform	2	2	false
build	merge	2	2	false
recover	stop	2	2	false
mark	signify	2	1	false
send	ask	2	2	false
save	avoid	2	2	false
delete	deprecate	2	2	false
save	assure	2	2	false
apply	insert	2	2	false
escape	convert	2	2	false
init	transform	2	2	false
generate	paint	2	2	false
append	send	2	2	false
pick	choose	2	2	true
impl	list	2	1	false
